chain,protocol,protocol_version,pool_name,token_1,token_1_balance,token_2,token_2_balance,TVL,TVL-(1+2)
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.429055,WAVAX,134276.731688643151416048,7041020.207149185,-85252602.64169952
Avalanche,Trader Joe,V1,PTP-WAVAX,PTP,4680070.0595216348862399,WAVAX,30532.791152316772016407,1601000.0302112019,-715760925.2119032
Avalanche,Trader Joe,V1,WBTC.e-WAVAX,WBTC.e,38.28684313,WAVAX,34184.747276986962311903,1793379.415178077,-28728775.259872373
Avalanche,Trader Joe,V1,BNB-WAVAX,BNB,1876.006969663103184997,WAVAX,22057.139546168332819751,1157491.7391225505,897995.5082856367
Avalanche,Trader Joe,V1,WAVAX-USDT.e,WAVAX,111132.975780745766454788,USDT.e,2913750.729758,5827481.453694905,-70571214.03468147
Avalanche,Trader Joe,V1,WAVAX-USDC,WAVAX,625038.490824814478229154,USDC,16374776.693936,32774916.314974394,-396235821.4584399
Avalanche,Trader Joe,V1,WETH.e-WAVAX,WETH.e,6774.593469053516805787,WAVAX,473769.116907230878311475,24854587.191302806,-8277708.263917819
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079698.14755678382093172,WAVAX,202254.415538997382394196,10607294.371024191,-1431717573.766343
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.448055,WAVAX,134276.732413379737581641,7040785.548697054,-85252837.7982913
Avalanche,Trader Joe,V1,PTP-WAVAX,PTP,4680070.0595216348862399,WAVAX,30532.791152316772016407,1601000.0302112019,-715760925.2119032
Avalanche,Trader Joe,V1,WBTC.e-WAVAX,WBTC.e,38.28684313,WAVAX,34184.747276986962311903,1793379.415178077,-28728775.259872373
Avalanche,Trader Joe,V1,WETH-USDC.e,WETH,382.275650775847620744,USDC.e,700401.57844,1443144.8357068389,-1281825538.8101964
Avalanche,Trader Joe,V1,BNB-WAVAX,BNB,1876.006969663103184997,WAVAX,22057.139546168332819751,1157491.7391225505,897995.5082856367
Avalanche,Trader Joe,V1,WAVAX-USDT.e,WAVAX,111138.921119764153850965,USDT.e,2913599.65804,5827556.983654202,-70559131.33448957
Avalanche,Trader Joe,V1,WAVAX-USDC,WAVAX,625038.490824814478229154,USDC,16374776.693936,32774916.314974394,-396235821.4584399
Avalanche,Trader Joe,V1,WETH.e-WAVAX,WETH.e,6774.593469053516805787,WAVAX,473769.116907230878311475,24854587.191302806,-8277708.263917819
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079698.14755678382093172,WAVAX,202254.415538997382394196,10607294.371024191,-1431717573.766343
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.448055,WAVAX,134276.732413379737581641,7040785.548697054,-85252837.7982913
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079698.14755678382093172,WAVAX,202254.415538997382394196,10607294.371024191,-1431717573.766343
Avalanche,Trader Joe,V1,MIM-GMA,MIM,11.823659122066036647,GMA,387656035.895527099,1604416.912589449,-1.2709872687957286e+16
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.448055,WAVAX,134276.732413379737581641,7040785.548697054,-85252837.7982913
Avalanche,Trader Joe,V1,PTP-WAVAX,PTP,4680070.0595216348862399,WAVAX,30532.791152316772016407,1601000.0302112019,-715760925.2119032
Avalanche,Trader Joe,V1,WBTC.e-WAVAX,WBTC.e,38.28684313,WAVAX,34184.747276986962311903,1793379.415178077,-28728775.259872373
Avalanche,Trader Joe,V1,BNB-WAVAX,BNB,1876.006969663103184997,WAVAX,22057.139546168332819751,1157491.7391225505,897995.5082856367
Avalanche,Trader Joe,V1,WAVAX-USDT.e,WAVAX,111138.921119764153850965,USDT.e,2913599.65804,5827556.983654202,-70559131.33448957
Avalanche,Trader Joe,V1,WAVAX-USDC,WAVAX,625038.490824814478229154,USDC,16374776.693936,32774916.314974394,-396235821.4584399
Avalanche,Trader Joe,V1,WETH.e-WAVAX,WETH.e,6774.593469053516805787,WAVAX,473769.116907230878311475,24854587.191302806,-8277708.263917819
Avalanche,Trader Joe,V1,WAVAX-FIRE,WAVAX,0.000103918894069969,FIRE,5.475174510914935231,0.01413864538052944,-288470.49156928505
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079698.14755678382093172,WAVAX,202254.415538997382394196,10607294.371024191,-1431717573.766343
Avalanche,Trader Joe,V1,MIM-GMA,MIM,11.823659122066036647,GMA,387656035.895527099,1604416.912589449,-1.2709872687957286e+16
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079706.149841744218138802,WAVAX,202254.320492422586427318,10605292.244765662,-1431721605.2208989
Avalanche,Trader Joe,V1,MIM-GMA,MIM,11.823659122066036647,GMA,387656035.895527099,1604416.912589449,-1.2709872687957286e+16
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.429055,WAVAX,134276.731688643151416048,7041020.207149185,-85252602.64169952
Avalanche,Trader Joe,V1,WAVAX-FIRE,WAVAX,24518.876849223700349095,FIRE,392548.025534123805410108,1286954.805456803,-4999283.475775297
Avalanche,Trader Joe,V1,PTP-WAVAX,PTP,4680070.0595216348862399,WAVAX,30532.791152316772016407,1601000.0302112019,-715760925.2119032
Avalanche,Trader Joe,V1,WBTC.e-WAVAX,WBTC.e,38.28684313,WAVAX,34184.747276986962311903,1793379.415178077,-28728775.259872373
Avalanche,Trader Joe,V1,WETH-USDC.e,WETH,382.275650775847620744,USDC.e,700401.57844,1443144.8357068389,-1281825538.8101964
Avalanche,Trader Joe,V1,BNB-WAVAX,BNB,1876.006969663103184997,WAVAX,22057.139546168332819751,1157491.7391225505,897995.5082856367
Avalanche,Trader Joe,V1,WAVAX-USDT.e,WAVAX,111064.109392272437388122,USDT.e,2915552.009327,5826644.960335516,-70713953.61981745
Avalanche,Trader Joe,V1,WAVAX-USDC,WAVAX,625038.490824814478229154,USDC,16374776.693936,32774916.314974394,-396235821.4584399
Avalanche,Trader Joe,V1,WETH.e-WAVAX,WETH.e,6774.593469053516805787,WAVAX,473769.116907230878311475,24854587.191302806,-8277708.263917819
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079706.149841744218138802,WAVAX,202254.320492422586427318,10605292.244765662,-1431721605.2208989
Avalanche,Trader Joe,V1,MIM-GMA,MIM,11.823659122066036647,GMA,387656035.895527099,1604416.912589449,-1.2709872687957286e+16
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079706.149841744218138802,WAVAX,202254.320492422586427318,10605292.244765662,-1431721605.2208989
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
Avalanche,Trader Joe,V1,THOR-WAVAX,THOR,667814.486046594737308748,WAVAX,43213.998814491428092439,2265944.605666945,-8057030.400301289
Avalanche,Trader Joe,V1,USDC.e-WAVAX,USDC.e,3520255.429055,WAVAX,134276.731688643151416048,7041020.207149185,-85252602.64169952
Avalanche,Trader Joe,V1,WAVAX-FIRE,WAVAX,24518.876849223700349095,FIRE,392548.025534123805410108,1286954.805456803,-4999283.475775297
Avalanche,Trader Joe,V1,PTP-WAVAX,PTP,4680070.0595216348862399,WAVAX,30532.791152316772016407,1601000.0302112019,-715760925.2119032
Avalanche,Trader Joe,V1,WBTC.e-WAVAX,WBTC.e,38.28684313,WAVAX,34184.747276986962311903,1793379.415178077,-28728775.259872373
Avalanche,Trader Joe,V1,WETH-USDC.e,WETH,382.275650775847620744,USDC.e,700401.57844,1443144.8357068389,-1281825538.8101964
Avalanche,Trader Joe,V1,BNB-WAVAX,BNB,1876.006969663103184997,WAVAX,22057.139546168332819751,1157491.7391225505,897995.5082856367
Avalanche,Trader Joe,V1,WAVAX-USDT.e,WAVAX,111064.109392272437388122,USDT.e,2915552.009327,5826644.960335516,-70713953.61981745
Avalanche,Trader Joe,V1,WAVAX-USDC,WAVAX,625038.490824814478229154,USDC,16374776.693936,32774916.314974394,-396235821.4584399
Avalanche,Trader Joe,V1,WETH.e-WAVAX,WETH.e,6774.593469053516805787,WAVAX,473769.116907230878311475,24854587.191302806,-8277708.263917819
Avalanche,Trader Joe,V1,USDC.e-USDC,USDC.e,10076780.640814,USDC,10077343.205314,20154560.87484965,436.96590992435813
Avalanche,Trader Joe,V1,EGG-WAVAX,EGG,5176672.83685490522815735,WAVAX,32174.071031668860170204,1687789.060177039,-831217318.5107892
Avalanche,Trader Joe,V1,JOE-WAVAX,JOE,17079706.149841744218138802,WAVAX,202254.320492422586427318,10605292.244765662,-1431721605.2208989
Avalanche,Trader Joe,V1,USDC.e-SOL,USDC.e,507876.295993,SOL,12348.404533176,1015844.1982067672,-19872849.461171187
Avalanche,Trader Joe,V1,MIM-WAVAX,MIM,687136.713049756196880258,WAVAX,26191.964929589796222051,1374046.8277572016,-16653734.327709317
